,address,name,online_order,book_table,rate,votes,rest_type,dish_liked,cost
4727,"7, 4th Block, 100 Feet Road, Next to BDA Complex, Koramangala 4th Block, Bangalore",Nandhana Palace,0,1,4.1,770,18,"Supreme Chicken Biryani, Veg Thali, Chilli Chicken, Curd Rice, Lime Soda, Mutton Bone Soup, Hyderabadi Biryani",800.0
4728,"21, 1st Floor, Next to Oracle, Kalyani Magnum Technum Park, 7th Phase, JP Nagar, Bangalore",Tandoor And Spice,1,0,4.0,181,17,"Egg Biryani, Tandoori Chicken, Chicken Biryani, Paneer Tikka, Mutton Biryani, Noodles, Dal Tadka",550.0
4729,"147/D, 8th Main Road, 3rd Block, Koramangala 3rd Block, Bangalore",Sathya's,0,1,4.1,759,4,"Chicken Tikka, Egg Chilli, Masala Peanuts, Beer, Pepper Chicken, Chilli Chicken, Masala Papad",1200.0
4730,"Vega City Mall, 3rd Floor, Bannerghatta Road, Bangalore",Galito's,1,0,4.6,406,17,"Chicken Grill, Garlic Bread, Mocktails, Burgers, Fries, Salads, Pudding",1000.0
4731,"100 Feet Road, Next to Karnataka Bank, Near BDA Complex, 3rd Block, Koramangala 3rd Block, Bangalore",Mr. Beans - Home Cafe,1,1,4.2,2709,11,"Coffee, Pasta, Salads, Tiramisu, Pizza, Waffles, Pancakes",1000.0
4732,"154, 8th Main Road, 3rd Block, Koramangala 3rd Block, Bangalore",154 Breakfast Club,1,1,4.0,1509,11,"Pancakes, Waffles, Bbq Sandwich, Mushroom Ragout, Big Breakfast, Nutella Waffle, Omelette",900.0
4733,"479, KHB Colony, Koramangala 5th Block, Bangalore",Tunday Kababi,1,0,3.9,1138,17,"Biryani, Galauti Kebab, Tandoori Chicken, Phirni, Tundey Paratha, Rolls, Rumali Roti",500.0
4734,"309, 15th Cross, 100 Feet road, 5th Phase, JP Nagar, Bangalore",Bottle Breacher,0,1,4.2,1192,23,"Chicken Biryani, Mocktails, Pizza, Cocktails, Beer, Pork Ribs, Nachos",1200.0
4735,"125/A, KHB Colony, Near Jyothi Nivas College, Koramangala 5th Block, Bangalore",Hyderabad Biryaani House,1,0,4.1,1112,17,"Hyderabadi Biryani, Mutton Biryani, Tandoori Chicken, Mutton Fry, Chicken Biryani, Lassi, Crispy Babycorn",750.0
4736,"115, First Floor, Opposite Raheja Arcade, Koramangala 7th Block, Bangalore",Rajdhani Thali Restaurant,1,1,4.0,792,17,"Rabri, Gatte Ki Subzi, Dhokla, Jalebi, Rajasthani Thali, Aamras, Daal Baati Churma",900.0
4737,"404, 1st C Cross, Near Vodafone Store, 7th Block, Koramangala 7th Block, Bangalore",Tibetan Mother's Kitchen,1,0,4.0,957,17,"Momos, Noodles, Thukpa, Honey Chilli Potatoes, Chicken Thupka, Pork Chilli, Crispy Honey Chicken",500.0
4738,"129, 5th Block, KHB Colony, Koramangala 5th Block, Bangalore",Chung Wah,1,0,4.0,313,17,"Noodles, Hunan Chicken, Momos, Spring Roll, Wonton Soup, Chicken Butter Garlic, Chicken Satay",800.0
4739,"462, 1st Floor, 17th C Main Road, 2nd Cross, KHB Colony, Koramangala 5th Block, Bangalore",Naati Manae,1,1,3.9,484,17,"Chicken Chettinad, Donne Biryani, Chicken Guntur, Veg Thali, Gobi Tikka, Mutton Chops, Chicken Curry",700.0
4740,"5th Floor, L167, Outer Ring Road, Service Lane, Sector 6, HSR, Bangalore",Zero Mile Punjab,1,1,4.1,1336,17,"Lassi, Chicken Curry, Chicken Malai Tikka, Butter Chicken, Panner Tikka, Butter Naan, Jeera Rice",800.0
4741,"8/1, 1st Floor, Jailaxmi Nivas, 1st Cross, Koramangala 5th Block, Bangalore",The Himalayan,0,1,4.4,320,17,"Mocktails, Kimchi, Sushi, Pork Bibimbap, Ginger Tea, Chicken Sizzler, Salads",1200.0
4742,"130, 1st Cross, Koramangala 5th Block, Bangalore",Cafe D'hide,1,1,4.2,869,11,"Pasta, Coffee, Buffalo Chicken Wings, Caesar Salad, Cheesy Fries, Mojito, Salads",600.0
4743,"473, KHB Colony, 17th C Main, Koramangala 5th Block, Bangalore",Cafe Medley,1,0,4.2,1059,11,"Coffee, Burgers, Pasta, Sandwiches, Mudcake, Chicken Burger, Pizza",800.0
4744,"55, Opposite Jyoti Nivas College, Industrial Layout, Koramangala 5th Block, Bangalore",Indian Coffee House & Restaurant,0,0,4.1,674,17,"Buttermilk, Chicken Dosa, Masala Dosa, Filter Coffee, Tea, Chicken Sandwich, Paneer Dosa",650.0
4745,"AJ Inc, 126, Ground Floor, KHB Colony, Koramangala 5th Block, Bangalore",1722 Urban Bistro,1,1,4.1,218,17,"Burgers, Pasta, Pizza, Biryani, Veg Burger, Chicken Burger, Chicken Lollipop",600.0
4746,"1319, 100 Feet Road, 2nd Phase, JP Nagar, Bangalore",Andhra Ruchulu,1,1,4.2,1430,17,"Paneer Tikka, Bhuna Gosht, Andhra Meal, Chicken Biryani, Chicken Guntur, Chicken Sholey Kebab, Andhra Biryani",800.0
4747,"88, KK Centre, Jyoti Nivas College Road, Koramangala 5th Block, Bangalore",Mani's Dum Biryani,1,0,3.9,778,17,"Kebab Biryani, Raita, Chicken Biryani, Vegetable Biryani, Basmati Rice, Hyderabadi Biryani, Dum Biryani",750.0
4748,"124, Near Jyothi Nivas College, Koramangala 5th Block, Bangalore",Peace Restaurant,1,0,3.8,658,17,"Momos, Thukpa, Dumplings, Crispy Chilli Potatoes, Beef Shaptak Dry, Chicken Momo, Fruit Beer",500.0
4749,"98/A, 17th B Main, Opposite China Pearl, Koramangala 5th Block, Bangalore",Fresh Pressery Cafe,1,0,4.1,137,11,"Salads, Chicken Sandwich, Brownie, Spaghetti, Arugula Salad, Cheesecake, Cheese Chilli Toast",1200.0
4750,"3rd Floor, Salarpuriya Tower - II, Near Forum Mall, Koramangala 7th Block, Bangalore",The Vacationer's Cafe,1,0,4.1,306,11,"Nachos, Fries, Pasta, Sizzler Brownie, Masala Chai, Pizza, Burgers",600.0
4751,"99, Ground Floor, 4th B Cross, 1st Main Road, Koramangala 5th Block, Bangalore",Tilt Gastro Lounge,0,1,4.1,1235,41,"Cocktails, Burgers, Pasta, Exotic Pizza, Long Island Iced Tea, Honey Chilli Potatoes, Nachos",1500.0
4752,"5, 17th Main, 5th Cross, Behind Vijaya Enclave, Kodichickenahalli Road, Vijaya Bank Layout, Billekahalli, Bannerghatta Road, Bangalore",Dande's Hyderabad Biryani,1,0,3.8,208,17,"Chicken Boneless Biryani, Lemon Chicken, Dum Biryani",700.0
4753,"476, Opposite BDA Park, KHB Colony, Koramangala 5th Block, Bangalore",Bistro Oui,1,1,4.1,400,13,"Veg Burger, Pork Ribs, Pizza, Chicken Sandwich, Steak, Burgers, Mushroom Soup",1200.0
4754,"312, 2nd Floor, 15th Cross, 100 Feet Road, 5th Phase, JP Nagar, Bangalore",Coastal Mama,0,1,4.1,466,17,"Murgh Ghee Roast, Neer Dosa, Sea Food, Fish, Prawn Ghee Roast, Prawn Curry, Vegetable Biryani",700.0
4755,"Solitaire, 62, 2nd Floor, 1st A Main, Koramangala 7th Block, Bangalore",Zingron,1,0,4.0,510,17,"Pork Ribs, Smoked Pork, Beef Pickle, Pork Meat, Wine, Pork Momo, Chilli Chicken",750.0
4756,"Nandhana Grand Hotel, 52, 6th Cross, 5th Main, 60 Feet Road, Koramangala 6th Block, Bangalore",52 Wall Street,0,0,3.9,737,5,"Beer, Cocktails, Noodles, Buffalo Wings, Chilli Chicken, Pizza, Chicken Tikka",1400.0
4757,"146, Koramangala 5th Block, Bangalore",Bulls N Bears - Bar Trade Xchange,0,1,3.9,144,49,"Pizza, Mango Cheesecake, Beer, Mocktails, Crispy Water Chestnuts, Cosmopolitan, Prawn",1000.0
4758,"1743, Raghavendra Plaza , 2nd Phase, (Near Diwakars Hospital), JP Nagar, Bangalore",Zhang's - Chinese Restaurant,1,0,4.1,588,17,"Momos, Chilli Mushroom, Chop Suey, Sweet Corn Soup, Clear Soup, Hakka Noodles, Honey Chilli Potatoes",700.0
4759,"75/2, 17th Main, Hosur Road, Koramangala 5th Block, Bangalore",Smally's Resto Cafe,1,1,4.2,1692,11,"Burgers, Pasta, Chocolate Mousse, Potato Wedges, Cup Cake, Cheesy Fries, Peri Peri Chicken",650.0
4760,"288, Ground Floor, Opposite HP Petrol Pump, 15th Cross, 18th Main, 5th Phase, JP Nagar, Bangalore",The Egg Factory,1,0,4.0,1308,17,"French Toast, Masala Omelette, Pasta, Egg Paratha, Caramel Custard, Biryani, Penne Alfredo",750.0
4761,"690/8, 14th Main, 15th Cross, 2nd Phase, JP Nagar, Bangalore",Caffe Pascucci,1,1,4.0,790,17,"Coffee, Cappuccino, Sandwiches, Salads, Asparagus Soup, Woodfire Pizza, Bruschettas",1300.0
4762,"688, 2nd,Floor, 15th cross, 100ft Ring Road, Above Lathangi Ford Showroom, JP Nagar, Bangalore",Watson's,1,1,4.0,1014,49,"Beer, Pizza, Veg Starter, Martini, Mojito, Cocktails, Crispy Corn",1300.0
4763,"488, KHB Colony, 1st Cross, Opposite Krishna Temple, Koramangala 5th Block, Bangalore",Desipun,1,1,4.2,344,17,"Paneer Tikka Masala, Buttermilk, Lassi, Soya Chaap, Aloo Paratha, Panneer Butter Masala, Stuffed Naan",500.0
4764,"15/1, Opposite Shopper's Stop, Bannerghatta Road, Bangalore",Punjabi Times,1,1,4.1,1027,17,"Chicken Tikka, Kheer, Butter Chicken, Dal Makhani, Makke Ki Roti, Lassi, Paratha",1000.0
4765,"1318, Near Bangalore Central, 2nd Phase, JP Nagar, Bangalore",D View Cafe,1,0,4.0,508,16,"Chicken Lollipop, Dragon Rolls, Pasta Alfredo, Chicken Pakora, Burgers, Cappuccino, Chicken Wings",1000.0
4766,"20/A, 3rd Floor, 1st Cross Road, KHB Colony, Koramangala 5th Block, Bangalore",Little Lucknow,1,1,4.0,235,17,"Shami Kebab, Kadhai Murgh, Butter Chicken, Chicken Biryani, Mughlai Paratha, Paneer Lababdar, Mughlai Chicken",800.0
4767,"65,1st Main, Koramangala 7th Block, Bangalore",Baba Da Dhaba,0,1,4.1,446,17,"Dal Makhani, Phirni, Kheer, Chicken Butter Masala, Murgh Lababdar, Chicken Tikka, Paneer Tikka",650.0
4768,"1304, 1st Floor, 9th Cross, 20th Main, 2nd Phase, JP Nagar, Bangalore",Crafted Plate,1,1,4.2,239,19,"Burgers, Egg Salad, Pasta, Pancakes, Lasagne, Pizza, Lime Soda",600.0
4769,"61, 1st Main, Koramangala 7th Block, Bangalore",Smoke - The Sizzler House,1,1,4.0,1382,17,"Butter Garlic Prawns, Mocktails, Noodles, Salads, Brownie, Pasta Sizzler, Chicken Steak",1100.0
4770,"176, 1st Floor, Above Vodafone Store, Opposite Brand Factory, Bannerghatta Road, Bangalore",Kundana,1,0,3.7,111,17,"Lemon Chicken, Chicken Dum Biryani, Mutton Biryani",800.0
4771,"Site 15, 15th Cross, 100 Feet Road, 4th Phase, JP Nagar, Bangalore",Onesta,1,1,4.4,4386,19,"Chicken Alfredo Pizza, Coffee Mousse, Chicken Calzone, Banana Smoothie, Butter Chicken Pizza, Chocolate Pizza, Chicken Tikka Pizza",600.0
4772,"59, Ground Floor, Opposite Jyoti Niwas College, Koramangala 5th Block, Bangalore",Chai Galli,1,0,4.3,480,11,"Tea, Chai, Margherita Pizza, Sandwiches, Corn Sandwich, Paneer Parantha, Brownie",450.0
4773,"1st Cross, 100 Feet Road, Opposite ING Vusya Bank, Koramangala 5th Block, Bangalore",Sukh Sagar,1,0,3.8,473,17,"Pav Bhaji, Panneer Butter Masala, Deluxe Thali, Tea, Panipuri, Chaat, Masala Dosa",500.0
4774,"359, Koramangala 7th Block, Bangalore",JukeBox,0,1,3.9,281,18,"Mutton Dhansak, Steak, Chips, Lasagne, Mashed Potato, Draught Beer, Beef Stroganoff",1000.0
4775,"475, 1st Cross, KHB Colony, Krishna Temple Road, Koramangala 5th Block, Bangalore",Barbeque Delight,1,0,3.7,65,17,"Tandoori Chicken, Paratha",800.0
4776,"46, 4th B Cross Road, Koramangala 5th Block, Bangalore",Sherlock's Pub,0,1,3.9,579,51,"Cocktails, Mai Thai, Tiramisu Martini, Beer, Chilli Chicken, Beef Chilli, Long Island Iced Tea",1300.0
4777,"11, 4th C Cross, Behind HDFC Bank, Koramangala 5th Block, Bangalore",Popsies,1,0,3.9,823,17,"Momos, Chilli Chicken, Chicken Manchow Soup, Spicy Chicken Wings, Thukpa, Chicken Noodle, Tai Pai Chicken",550.0
4778,"45, Opposite Mini Forest, 1st Main, 3rd Phase, JP Nagar, Bangalore",Parkview,0,0,4.0,130,53,"Paneer Hyderabadi, Biryani, Idli, Panneer Butter Masala, Roti, Coffee, Masala Dosa",300.0
4779,"13, Opposite Auchan Hyper Market, Bannerghatta Road, Bangalore",Chicken County Grand,1,0,3.9,320,17,"Chicken Grill, Fish, Shawarma, Rolls, Tandoori Chicken, Biryani, Hyderabadi Chicken",650.0
4780,"Outer Ring Road, 5th Phase, JP Nagar, Bangalore",Starbucks,0,0,4.2,386,11,"Coffee, Hot Chocolate, Sandwiches, Frappuccino, Hazelnut Latte, Vanilla Latte, Velvet Cake",700.0
4781,"134, KHB Colony, Koramangala 5th Block, Bangalore",California Burrito,0,0,4.1,1223,53,"Nachos, Rice Bowl, California Burrito, Rice Bowls, Chicken Quesadilla, Bbq Chicken, Pink Lemonade",400.0
4782,"Elite Building Ground Floor, Industrial Layout, Jyoti Niwas College Road, Koramangala 5th Block, Bangalore",Stoner,1,0,4.5,2594,28,"Burgers, Spinach Pizza, Butter Chicken Pizza, Chicken Bbq Burger, Tiramisu, Ferrero Rocher, Brownie Shake",500.0
4783,"First A Cross, Jyoti Nivas College Road, KHB Colony, Koramangala 5th Block, Bangalore",Meenu Oota Da Maane,1,1,4.2,293,17,"Sea Food, Neer Dosa, Fish Curry, Chicken Thali, Crab Ghee Roast, Squid Ghee Roast, Murgh Ghee Roast",800.0
4784,"2, 2nd Floor, 100 Feet Road, Koramangala 5th Block, Bangalore",Over The Top Terrace Lounge,0,1,3.9,1388,39,"Nachos, Pasta, Cocktails, Khamiri Roti, Beer, Lamb, Burgers",1400.0
4785,"355, 1st 'B' Main, Opposite HDFC Bank, Koramangala 7th Block, Bangalore",Bangaliana,1,0,3.9,452,17,"Sea Food, Bhetki Paturi, Chicken Dak Bunglow, Prawn, Rasgulla, Potato Curry, Mishti Doi",600.0
4786,"50/1, Near Jyothi Nivas College, Koramangala 5th Block, Bangalore",Khawa Karpo,0,0,4.3,988,53,"Momos, Noodles, Thukpa, Chicken Thupka, Manchow Soup, Chicken Momo, Crispy Honey Chicken",350.0
4787,"126, 1st A Cross Road, Koramangala 5th Block, Bangalore",7 Plates,1,0,3.7,259,17,"Butter Kulcha, Rolls, Brownie, Mutton Biryani, Butter Chicken, Shawarma, Rumali Roti",750.0
4788,"158, Near Sai Baba Temple Road, 1st Main, Koramangala 7th Block, Bangalore",Aalishan Restaurant & Caterer,1,0,3.5,888,17,"Rolls, Tandoori Murgh Masala, Legendary Arsalan, Firni, Phirni, Mutton Biryani, Chicken Roll",650.0
4789,"1345, Southend Main Road, 9th Block JP NAGAR Bangalore, Jayanagar, Bangalore",Biriyani Mane,1,0,3.7,158,17,"Roti, Vegetable Biryani, Chicken Biryani",700.0
4790,"23, 3rd Floor, 26th Main Road, Opposite Ragigudda Arch, 9th Block Jayanagar, Bangalore",Willys Top Cafe,1,0,4.0,310,11,"Coffee Shake, Pasta, Buffalo Wings, Sandwich, Chicken Wings, Burgers, Fries",750.0
4791,"477, KHB Colony, Koramangala 5th Block, Bangalore",Tandoor Hut,1,0,4.1,1003,17,"Biryani, Tandoori Chicken, Panneer Butter Masala, Naan, Mutton Roganjosh, Lassi, Chicken Tikka Masala",700.0
4792,"Shop No. 354, Swagath Garuda Road, Opposite Swagath Garuda Mall, Jayanagar, Bangalore",Taj Durbar,0,0,3.8,83,53,"Mutton Biryani, Ghee Rice",400.0
4793,"Inn @ Silicon Valley, 756/L-189, Sector 6, Silk Board Junction, HSR, Bangalore",Lounge 189,0,0,3.8,157,40,"Cocktails, Watermelon Mojito, Orange Mojito, Steak, Fish, Long Island Iced Tea, Sauteed Vegetables",1300.0
4794,"21, Hosur Main Road, Chikku Lakshmaiah Layout, Adugodi, Koramangala 7th Block, Bangalore",Vitamin Palace,0,0,4.1,172,11,"Watermelon Juice, Burgers, Pasta, Faluda, Fruit Salad, Coffee, Sandwich",650.0
4795,"1616, 36th Cross, East End Main Road, 9th Block, Jayanagar, Bangalore",Curry Leaves,1,0,3.8,232,17,"Andhra Meal, Vegetable Biryani, Veg Thali, Chicken Chettinad, French Chicken, Manchurian",600.0
4796,"360, 2nd Floor, Near HDFC Bank,7th Block, Koramangala 7th Block, Bangalore",Axomi - Taste of Assam,1,0,4.0,610,17,"Thali, Duck Curry, Fish, Brinjal Fry, Aloo Pitika, Chicken Curry, Lime Soda",500.0
4797,"1253, 25th A Main, 41 Cross, 9th Block, Jayanagar, Bangalore",Rajanna Military Hotel,1,0,4.1,164,53,"Biryani, Chicken Curry, Paya Soup, Paratha, Mutton Keema, Chicken Guntur, Pepper Chicken",400.0
4798,"12, 60 Feet Road, Koramangala 6th Block, Bangalore",Khatta Meetha Teekha,1,0,4.2,189,53,"Gulab Jamun, Chaat, Raita, Chole, Soya Chaap, Panipuri, Dal Makhani",300.0
4799,"44, Kutchi Bhavan, Opposite To Mini Forest, 1st Main, JP Nagar 3rd Phase, JP Nagar, Bangalore",Mavalli Tiffin Room (MTR),0,0,4.1,873,53,"Masala Dosa, Coffee, Rava Idli, Badam Halwa, Thali, Vada, Fruit Salad",300.0
4800,"479, KHB Colony, Near Jyothi Nivas College, 5th Block, Koramangala 5th Block, Bangalore",Lazeez,1,0,3.2,908,17,"Biryani, Rolls, Firni, Chicken Roll, Mutton Pasanda, Mutton Rezala, Phirni",600.0
4801,"4, 20th Main Road, Koramangala 7th Block, Bangalore",Saara's Cafe - SS Lumina Hotel,0,1,4.2,117,17,"Baklava, Mutton Biryani, Salad, Rice Pudding, Jeera Rice, Fish, Panneer Butter Masala",800.0
4802,"G-6/121, Money Centre Building, Koramangala 7th Block, Bangalore",Tenzin Kitchen,1,0,4.2,522,53,"Momos, Noodles, Thukpa, Teriyaki Chicken, Chicken Chowmein, Clear Chicken Soup, Beef Chilli",450.0
4803,"337, 1st B Main Road, Koramangala 7th Block, Bangalore",Nutri Rich,1,0,3.8,53,53,"Pizza, Spinach Curry, Salad",350.0
4804,"L 141, 5th Main, Sector 6, HSR, Bangalore",Rajesh Restaurant,1,1,3.5,59,17,"Coffee, Thali",700.0
4805,"123, KHB 1st Cross Road, Koramangala 5th Block, Bangalore",Leon Grill,1,0,4.3,165,53,"Burgers, Peri Peri Chicken, Grilled Lamb Burger, Chicken Burger, French Fries",500.0
4806,"4,30th Cross, Jayanagar T Block,Tilaknagar Main Road, Bangalore, Jayanagar, Bangalore",Hyderabad Bawarchi,0,0,3.9,118,17,"Khubani Ka Meetha, Mutton Biryani, Chicken Biryani, Tandoori Chicken, Hyderabadi Dum Biryani, Raita",800.0
4807,"72, 1st Main, 4th Cross Road, Near HDFC Bank, Koramangala 7th Block, Bangalore",Gods Own Cafe,1,0,4.4,384,53,"Appam, Buttermilk, Fry Prawns, Roast Beef, Masala Prawn, Chicken Stew, Murgh Ghee Roast",300.0
4808,"56, JNC Road, Koramangala 5th Block, Bangalore",IDC Kitchen,0,0,4.2,51,53,"Masala Idli, Filter Coffee",200.0
4809,"63, 5th Block, Jyoti Nivas College Road, Koramangala, Bengaluru",WTF,1,0,4.1,90,11,"Cheesy Pizza, Cheese Pasta, Brownie Milkshake, Peri Peri Chicken, Nachos, Omelette, Peanut Butter Milkshake",600.0
4810,"4, 20th Main Road, Koramangala 7th Block, Bangalore",Saara's Grill n Spice - SS Lumina Hotel,0,1,4.3,104,17,"Baklava, Chicken Wings, Mutton Biryani, Pizza, Vegetable Biryani, Arabic Cuisine, Salad",1000.0
4811,"124, First Floor, KHB Colony, Koramangala 5th Block, Bangalore",30 Square,1,0,4.2,556,53,"Veg Momos, Noodles, Cheese Momos, Jhol Momos, Wai Wai Bhel, Brownie, Chicken Momo",400.0
4812,"52, Industrial Layout, 5th Block, Opposite Jyoti Nivas College Main Gate, Koramangala 5th Block, Bangalore",Tibetan Kitchen,1,0,4.3,245,53,"Noodles, Pasta, Tibetan Momos, Clear Soup, Chicken Momo, Tibetan Thukpa, Tea",600.0
4813,"The Ambient Turret, 35/A, 1st Main Road, 3rd Phase, JP Nagar, Bangalore",Nouvelle Garden,0,0,3.7,202,17,"Tiramisu, Pasta, Salads, Gulab Jamun, Butter Naan, Chicken Soup, Hyderabadi Biryani",900.0
4814,"234/A, 1st Main, Koramangala 7th Block, Bangalore",Arya Hungry?,1,0,4.3,277,53,"Kulcha, Chole, Mutton Curry, Paratha, Mint Raita, Chicken Curry, Dal Makhani",450.0
4815,"67/7, 1st Floor, Roopena Agrahara, Opposite Mahindra Showroom, Hosur Road, Bangalore",Sardarji Ka Dhaba,1,0,4.0,750,53,"Lassi, Punjabi Chicken, Paratha, Kadhai Murgh, Butter Naan, Lemon Chicken, Roti",250.0
4816,"20/1, Husna's Paradise, 1st Floor, KHB Colony, Koramangala 5th Block, Bangalore",Billionaires Cafe,1,0,3.8,47,11,Friendly Staff,600.0
4817,"483, 1st Floor, KHB Colony, Koramangala 5th Block, Bangalore",Aami Bangali,1,0,3.0,66,17,"Basanti Pulao, Fish, Aloo Posto, Thali",700.0
4818,"Grand Mercure, 12th Main, 3rd Block, Koramangala 3rd Block, Bangalore",12th Main - Grand Mercure,0,1,4.1,353,31,"Halwa, Waffles, Chaat, Pasta, Coffee, Creme Brulee, Salads",2000.0
4819,"227,Sitaram Complex, Bilekahalli,opp to IIM-B, Bannerghatta Road, Bangalore",Vaho Kafe & Pressery,0,0,3.9,124,11,"Salad, Chicken Curry, Peri Peri Chicken, Thai Red Curry, Momos, Chicken Satay, Pasta",500.0
4820,"1158, 1st Floor, 5th Main, 20th Cross, Sector 7, HSR, Bangalore",Sarvam,1,0,3.6,122,17,"Roti, Paratha, Appam, Chicken Biryani, Kothu Parotta, Elaneer Payasam, Fish Fry",550.0
4821,"205, KHB Colony, 17th E Main, Koramangala 5th Block, Bangalore",Shree Thali,0,0,4.0,181,42,"Veg Thali, Paratha, Kadhi, Shrikhand, Buttermilk, Sweet Lassi, Bati Churma",150.0
4822,"76/1, 30th Cross, Tilak Nagar Main Road, Jayanagar, Bangalore",City Durbar,1,0,3.7,72,17,"Chicken Grill, Ghee Rice",450.0
4823,"481, KHB Colony, Koramangala 5th Block, Bangalore",Taj Darbar,1,0,3.8,149,17,"Chicken Kebab Biryani, Rolls, Raita",600.0
4824,"118, Unit 1, Bavar Atrium, Industrial Area, Koramangala 7th Block, Bangalore",Burger King,1,0,3.9,1043,53,"Burgers, Chicken Crisp Burger, Chicken Whopper, Chicken Keema Burger, Chicken Fries, Mutton Whopper, Chocolate Shake",600.0
4825,"413, 100 Feet Road, Next to E-Zone, Koramangala 4th Block, Bangalore",Fandom at Gilly's Redefined,0,0,3.8,103,4,"Onion Rings, French Fries",1500.0
4826,"134, KHB Colony, Koramangala 5th Block, Bangalore",Atta Galata,0,0,4.1,208,53,"Sandwiches, Masala Pav, Chicken Burger, Filter Coffee, Burgers, Masala Chai, French Fries",200.0
4827,"Ground Floor, 343, 1st B Main, Koramangala 7th Block, Bangalore",Maxpresso,1,0,4.1,323,11,"Burgers, Coffee, Waffles, Mocktails, Pasta, Brownie Chocolate, Chicken Salami",700.0
4828,"305, Anand NR Onyx, 15th Cross, 100ft Ring Road, 5th Phase Extention, JP Nagar, Bangalore",Drunken Monkey,1,0,3.7,125,10,"Sandwiches, Sandwich, Coffee, Cheesecake",400.0
4829,"17th, H Main Road, Koramangala 5th Block, Bangalore",Haji Ali Juice Centre,1,0,4.0,152,10,"Faluda, Sandwiches, Paneer Tikka Pizza, Cream Mango, Custard Apple Cream, Veg Sandwich",350.0
4830,"Nandhana Grand Hotel, 52, 6th Cross, 5th Main, 60 Feet Road, 6th Block, Koramangala 6th Block, Bangalore",Embers - Nandhana Grand Hotel,0,0,3.8,38,17,Biryani,900.0
4831,"355/2, 14 B Cross, 5th Main, Sector 6, HSR, Bangalore",Tawa Ghar Ka,1,0,3.8,331,53,"Mushroom Masala, Thali, Aloo Paratha, Roti, Samosa, Panneer Butter Masala",350.0
4832,"7, Hosur Main Road, Opposite Forum Mall, Koramangala 7th Block, Bangalore",Kebarbiq,1,0,4.0,138,17,"Burgers, Pulpy Grape Juice, Chicken Wings, Pita Bread, Chicken Grill, Fish Grill, French Fries",800.0
4833,"488/108, East End Main Road, 9th Block, Jayanagar, Bangalore",Navami,1,0,3.5,79,17,"Biryani, Fried Rice Chicken",600.0
4834,"47/1, 9th Main,1st Cross, Miniforest, Phase 3, JP Nagar, Bangalore",Spice Code,0,1,3.9,165,17,"Fries, Lunch Buffet, Appam, Manchow Soup, Paneer Tikka, Vegetable Stew",1000.0
4835,"1st Floor, Fooddays Complex, 5th Main, Sector 6, HSR, Bangalore",Shri Madhuram,0,0,3.9,371,17,"Vada, Coffee, Breakfast Buffet, Thali, Idli, Onion Rava Masala Dosa, Pongal",400.0
4836,"50, 1, Jyoti Nivas College Road, Koramangala 5th Block, Bangalore",Sonar Bangala,1,0,3.8,76,53,"Kosha Mangsho, Daab Chingri, Fish Curry, Dum Biryani",500.0
4837,"113, 1st C Main, Prestige Pinnacle, Koramangala 7th Block, Bangalore",Smoor,1,0,4.2,99,28,"Hot Chocolate, Sandwich, Sushi, Red Velvet, Pumpkin Ravioli, Cajun Fries, Gooey Chocolate Cake",900.0
4838,"88, Jyoti Nivas College Road, Koramangala 5th Block, Bengaluru",Namaste Kitchen,1,0,3.8,172,17,"Jalebi, Chaat, Dal Makhani, Tandoori Roti",400.0
4839,"Sector 6, HSR Layout, HSR",#L-81 Cafe,1,0,3.9,48,53,Burgers,400.0
4840,"312, 15th cross, 5th phase, JP Nagar, Bangalore",Royal Chef Naati Oota,0,0,4.0,193,17,"Chicken Biryani, Donne Biryani, Chilli Chicken, Mutton Chops, Paratha, Mutton Biryani, Nati Biryani",500.0
4841,"61, 1st Main Road, Koramangala 7th Block, Bangalore",Smokey Tribe Restaurant,1,0,3.8,264,17,"Beer, Mashed Potato, Pork Thali, Pork Curry, Smoked Pork, Veg Thali",650.0
4842,"45/1-1, 100 Feet Road, 2nd Phase, JP Nagar, Bangalore",Woody's,1,0,2.6,208,17,"Curd Rice, Pongal, Coffee, Thali, Noodles, Pav Bhaji, Masala Dosa",650.0
4843,"462, Opposite Fernhill Garden Apartments, Teachers Colony, Ring Road, HSR Layout, HSR, Bangalore",Aaranya Restaurant,1,0,3.4,212,17,"Murgh Makhani, Chicken Biryani, Naan, Beer, Tandoori Chicken",800.0
4844,"296, 100 Feet Ring Road, 5th Phase, JP Nagar, Bangalore",Coconut Grove,0,0,3.4,97,18,"Lime Soda, Appam, Biryani, Pepper Chicken, Vegetable Stew, Chicken Curry",1100.0
4845,"28, 4th B Cross, Koramangala 5th Block, Bangalore",Tella Tales,1,0,4.2,413,11,"Pancakes, Pasta, Burgers, Exotic Veg Pizza, Mushroom Steak, Sushi, Peri Fries",700.0
4846,"462, 17th C Main, KHB Colony, Koramangala 5th Block, Bangalore",Grills And Tandoor,1,1,3.6,107,17,"Chicken Grill, Biryani, Shahi Tukda, Chop Suey, Barbeque Chicken, Naan, Fish",900.0
4847,"Swagath Main Road, Near Garuda Mall, Jayanagar, Bangalore",Pani Kum Chai,1,0,3.9,67,53,"Chai, Lemon Tea, Chicken Roll",200.0
