online_order,book_table,rate,votes,location,rest_type,cuisines,cost,menu_item
1,0,4.1,176,3,15,28,800.0,518
1,0,3.8,540,3,15,552,650.0,518
1,0,3.4,58,3,10,193,400.0,518
0,0,3.7,217,3,15,526,450.0,518
0,0,3.7,61,3,15,133,600.0,518
0,0,3.9,111,3,15,516,700.0,518
1,0,3.9,40,3,15,525,600.0,518
0,0,3.8,55,40,29,258,300.0,518
0,0,4.5,2896,3,43,642,250.0,518
1,0,4.1,1720,3,43,553,400.0,518
1,0,4.2,64,3,43,627,500.0,518
1,0,3.8,319,3,43,139,400.0,518
0,0,3.9,100,3,43,662,300.0,518
1,0,3.6,276,3,43,139,500.0,518
0,0,4.2,253,3,43,642,250.0,518
0,0,4.1,279,3,43,360,200.0,518
0,0,4.1,238,3,43,642,600.0,518
1,0,3.7,93,3,43,676,200.0,518
1,0,3.8,74,3,43,662,300.0,518
0,0,3.8,124,3,43,656,300.0,518
1,0,3.9,770,3,43,608,400.0,346
0,0,4.2,196,3,43,677,250.0,518
1,0,4.0,133,3,43,336,200.0,518
1,0,4.1,169,3,43,289,500.0,518
1,0,3.9,549,3,43,654,300.0,518
1,0,2.9,142,3,43,608,750.0,518
1,0,3.9,75,3,23,326,400.0,432
0,0,4.0,53,3,43,642,300.0,518
1,0,3.8,177,3,43,626,500.0,518
1,0,3.9,142,3,43,677,200.0,518
0,0,2.7,51,3,43,666,600.0,518
0,0,2.5,35,3,43,336,200.0,518
0,0,4.0,65,3,43,642,200.0,518
1,0,2.6,72,3,43,662,300.0,518
1,0,3.8,166,3,43,610,600.0,518
1,0,4.0,157,3,43,140,600.0,509
1,1,4.2,2049,18,15,578,1000.0,518
1,0,4.5,4569,18,15,100,600.0,518
1,1,4.1,1903,18,15,559,1200.0,518
0,1,4.1,2359,18,15,484,950.0,518
1,1,4.3,1302,18,17,374,800.0,518
1,1,4.1,2365,18,15,486,1500.0,518
0,1,4.3,1278,18,16,613,1000.0,518
1,0,4.2,109,18,15,52,800.0,518
1,1,4.1,336,18,15,279,700.0,518
1,1,4.3,1161,18,15,414,1300.0,518
0,0,4.2,760,18,43,645,350.0,518
1,0,4.0,201,18,15,468,800.0,518
1,0,3.7,429,18,15,31,700.0,518
0,0,4.2,737,18,10,146,500.0,518
1,1,4.1,682,18,16,21,1000.0,518
1,1,4.1,1008,18,35,537,1500.0,376
1,0,4.1,825,18,10,194,400.0,518
1,0,4.2,325,1,43,468,350.0,518
1,0,4.4,5060,18,15,572,750.0,222
1,1,4.1,804,1,15,564,800.0,518
1,1,4.0,884,18,15,532,900.0,518
0,0,4.0,950,18,15,17,600.0,518
1,0,4.1,631,18,15,121,750.0,437
0,1,4.2,731,18,10,177,800.0,518
1,1,4.1,442,18,41,293,1200.0,518
1,1,4.2,354,1,15,57,800.0,518
0,1,4.1,102,18,10,169,800.0,518
1,1,4.1,364,18,15,689,1200.0,518
1,0,4.0,465,18,15,666,600.0,518
1,0,3.8,242,18,15,442,650.0,518
1,1,4.2,2115,1,15,614,800.0,518
0,0,4.2,223,18,10,227,800.0,518
1,0,4.3,322,18,15,642,400.0,518
1,1,4.1,1063,18,16,405,1200.0,518
1,0,4.4,181,18,6,94,250.0,518
0,0,4.2,244,1,15,409,800.0,518
0,0,3.9,284,18,15,523,450.0,518
1,0,3.9,221,18,15,233,700.0,518
0,0,4.1,868,1,38,299,1200.0,518
0,0,4.1,707,18,10,200,850.0,518
1,0,4.2,261,18,10,175,700.0,518
0,1,3.8,977,1,31,361,1300.0,518
1,1,4.2,150,1,10,210,600.0,518
1,1,4.2,1901,18,10,189,800.0,518
0,0,4.0,104,7,15,484,650.0,518
1,0,4.0,324,1,10,210,700.0,518
1,0,4.6,228,18,10,159,400.0,518
1,0,4.2,504,1,10,223,550.0,518
0,1,4.0,370,18,15,536,1000.0,518
1,0,4.2,1647,1,15,265,600.0,518
1,0,4.1,130,18,10,217,650.0,518
1,1,4.2,815,18,15,484,900.0,518
0,0,4.2,380,18,43,110,400.0,518
0,1,3.6,571,18,15,298,800.0,518
1,1,3.5,431,18,15,468,800.0,518
1,0,4.0,1778,18,43,592,200.0,518
1,0,4.0,136,18,43,654,350.0,518
1,1,4.1,553,18,15,406,900.0,518
1,0,3.9,135,1,15,497,800.0,518
1,0,3.8,918,1,12,222,800.0,518
1,0,3.8,59,1,15,484,750.0,518
0,0,3.8,71,18,27,650,1200.0,518
1,0,3.9,233,18,15,412,800.0,518
1,0,3.6,105,1,15,692,700.0,518
1,0,3.8,155,18,15,666,450.0,518
1,0,3.8,90,1,10,146,650.0,518
1,0,3.0,73,38,15,468,500.0,518
1,0,3.9,144,18,15,519,550.0,518
0,1,3.7,151,18,31,469,1350.0,518
0,0,4.0,1047,1,43,400,450.0,518
1,1,4.0,633,1,15,484,800.0,518
0,0,3.5,334,18,15,468,600.0,518
0,0,3.8,68,7,43,476,400.0,518
1,0,3.9,49,18,43,661,200.0,518
1,0,3.8,339,18,43,662,400.0,518
1,0,3.8,144,1,10,236,700.0,518
1,0,3.9,888,1,15,586,750.0,518
0,1,3.8,235,18,15,434,1000.0,518
0,0,3.8,46,18,10,146,400.0,518
1,0,3.8,577,18,15,580,900.0,518
1,0,3.9,211,18,15,345,500.0,518
1,0,4.0,232,18,43,649,400.0,518
1,0,3.7,47,18,47,346,400.0,518
1,0,3.8,74,46,15,286,1000.0,518
0,1,3.7,44,18,15,501,550.0,518
1,0,4.1,139,18,15,523,550.0,518
0,0,3.8,70,1,43,339,500.0,518
1,0,4.1,337,18,43,240,300.0,518
1,0,3.7,133,18,15,263,700.0,518
1,0,3.8,109,18,15,484,500.0,518
1,1,3.9,142,18,15,445,1000.0,518
1,0,3.9,134,18,43,682,400.0,518
0,1,3.8,176,18,15,469,1350.0,518
1,1,3.9,291,18,10,164,650.0,518
0,0,3.9,88,1,43,642,250.0,518
0,0,3.8,265,18,43,668,250.0,518
1,0,3.6,84,1,43,662,250.0,518
0,0,3.8,189,1,43,642,300.0,518
1,0,3.0,213,1,43,583,400.0,518
0,0,3.8,39,1,43,650,350.0,518
0,0,3.6,71,1,43,578,250.0,518
1,1,3.8,584,18,15,561,1200.0,518
1,1,3.7,36,18,15,254,650.0,518
1,0,3.0,290,1,43,492,450.0,518
1,0,2.6,157,18,10,154,450.0,518
1,0,2.9,177,18,15,489,700.0,518
1,0,2.8,45,1,15,615,800.0,518
1,0,3.3,128,1,43,484,300.0,518
0,0,3.8,39,18,43,661,250.0,518
1,0,3.5,41,40,29,609,400.0,518
1,0,3.7,237,1,43,654,200.0,518
1,0,3.9,134,18,43,357,350.0,518
1,0,4.1,414,18,43,145,500.0,518
1,0,3.5,179,1,15,487,600.0,518
1,0,3.7,97,18,43,564,350.0,518
0,0,3.4,133,18,43,662,300.0,518
1,0,2.9,62,18,46,241,650.0,518
0,0,3.0,98,1,4,484,800.0,518
0,0,2.7,128,1,15,262,850.0,518
1,0,3.5,80,1,43,691,250.0,518
0,0,3.7,65,1,43,360,300.0,518
0,0,3.5,52,1,43,642,300.0,518
1,0,3.6,195,18,15,260,800.0,518
0,0,4.0,42,1,43,672,300.0,518
0,0,3.7,168,18,10,194,400.0,518
1,0,3.7,323,18,15,265,850.0,518
0,1,4.3,1236,18,16,613,1000.0,518
0,0,2.7,377,3,38,530,1100.0,518
1,1,4.1,970,18,35,537,1500.0,518
1,1,4.1,442,18,41,293,1200.0,518
0,0,4.1,868,1,38,299,1200.0,518
0,1,3.8,977,1,31,361,1300.0,518
0,1,3.7,151,18,31,469,1350.0,518
0,1,3.8,235,18,15,434,1000.0,518
0,0,3.0,98,1,4,484,800.0,518
0,1,3.9,284,4,15,591,1500.0,518
1,1,4.4,4099,37,16,631,1400.0,518
1,1,4.1,3020,4,15,570,1000.0,518
1,1,4.4,2182,4,5,499,1400.0,518
1,0,4.0,444,4,15,468,1200.0,518
1,1,3.9,392,4,4,116,1500.0,518
0,1,3.6,255,4,31,569,1500.0,518
1,1,4.1,1691,4,16,468,1100.0,518
1,1,3.7,37,4,15,255,1500.0,518
0,0,3.0,120,4,15,550,1000.0,518
0,0,3.5,95,4,15,243,700.0,518
0,0,3.0,155,4,15,476,800.0,518
0,1,4.8,7023,29,16,540,1500.0,518
1,1,4.4,4099,37,16,631,1400.0,518
0,1,4.5,3421,29,15,568,1300.0,518
0,1,4.7,881,37,15,334,1600.0,518
1,1,4.3,994,37,15,53,1300.0,518
0,0,4.3,1303,29,15,534,1000.0,518
0,1,4.7,163,37,5,368,1500.0,518
0,0,3.9,1225,37,15,555,1100.0,518
1,1,4.3,715,37,15,410,1500.0,518
1,1,4.0,942,37,38,284,1300.0,518
1,0,4.3,754,37,15,621,500.0,518
0,0,3.0,197,37,15,484,700.0,518
1,0,4.0,107,4,10,202,400.0,518
1,0,3.6,136,4,3,77,600.0,518
1,0,3.1,48,4,10,193,900.0,518
1,0,4.0,74,4,13,191,600.0,518
0,0,3.7,47,4,10,146,500.0,518
0,0,3.8,114,4,10,192,550.0,518
1,1,4.0,341,4,10,167,1000.0,518
1,0,4.3,556,37,25,386,500.0,518
1,0,4.3,894,37,10,212,600.0,518
1,0,4.3,149,37,10,217,800.0,518
1,0,3.7,94,29,10,160,700.0,518
1,0,3.4,414,29,43,484,400.0,518
1,0,3.9,146,4,15,480,650.0,11
1,0,4.1,166,4,52,566,500.0,518
1,0,3.2,113,29,22,375,450.0,518
1,0,3.8,240,4,43,666,200.0,272
1,0,2.9,313,4,43,484,450.0,518
1,0,3.3,294,37,43,428,400.0,518
1,0,4.3,166,14,22,468,400.0,66
1,0,4.4,278,37,22,546,400.0,518
1,0,3.8,230,29,43,79,300.0,64
1,0,3.9,782,14,43,484,300.0,518
1,0,2.9,248,4,43,484,400.0,518
1,0,3.8,62,37,43,139,500.0,518
1,0,4.0,532,4,43,484,300.0,518
1,0,4.5,141,14,23,316,400.0,518
1,0,3.8,68,29,43,91,200.0,518
1,1,4.0,533,14,15,468,600.0,518
1,0,4.2,258,37,15,596,700.0,518
1,0,4.2,3334,29,15,130,600.0,518
1,0,3.9,1233,4,15,529,500.0,518
1,1,3.8,188,37,15,40,800.0,518
1,0,3.8,419,4,15,99,900.0,518
1,0,3.8,2084,4,15,572,750.0,518
1,0,3.7,833,29,15,120,550.0,518
1,0,4.0,152,4,49,457,400.0,518
1,0,3.8,87,14,43,506,400.0,323
1,0,2.9,666,29,15,49,800.0,518
1,0,3.9,105,29,23,390,400.0,518
1,0,3.9,214,4,43,96,400.0,518
1,0,4.0,77,4,43,662,300.0,13
1,0,3.8,132,37,43,129,300.0,518
1,0,4.2,567,14,15,533,550.0,518
1,0,4.1,164,4,52,604,600.0,518
1,0,4.0,316,14,9,684,250.0,56
1,1,4.4,3738,14,17,605,600.0,518
1,0,3.9,343,14,43,468,300.0,518
1,0,3.8,62,29,15,662,400.0,271
1,0,4.1,87,37,22,468,300.0,21
1,0,3.8,44,37,22,116,600.0,518
1,0,4.0,894,4,15,110,750.0,518
1,0,3.8,832,37,22,112,650.0,518
1,1,4.0,903,29,15,18,750.0,518
1,0,3.2,380,37,43,139,450.0,518
1,0,3.8,798,29,22,584,450.0,518
1,0,3.4,692,4,15,630,600.0,518
1,0,3.8,135,37,15,662,400.0,275
1,0,4.0,230,4,15,468,950.0,518
1,0,3.5,79,29,43,244,400.0,518
1,0,4.0,357,37,22,96,650.0,518
1,0,4.1,152,14,22,468,400.0,203
1,0,3.9,75,4,2,70,500.0,518
1,0,3.9,94,4,43,422,200.0,518
1,0,3.3,200,4,43,562,450.0,518
1,0,2.8,188,14,15,484,400.0,518
1,0,3.1,226,29,15,663,500.0,518
1,0,2.8,105,4,43,608,600.0,518
1,1,3.7,194,37,15,468,800.0,518
1,0,3.5,378,4,43,511,500.0,434
1,0,3.9,432,37,22,476,450.0,518
1,0,3.7,63,31,22,484,300.0,518
1,1,3.9,225,29,15,477,800.0,518
1,0,4.3,220,37,22,10,600.0,334
1,0,4.1,88,37,22,453,600.0,518
1,0,4.0,444,4,15,468,1200.0,518
1,0,2.9,827,37,15,47,800.0,518
1,0,4.1,193,4,43,481,500.0,518
1,0,3.7,404,4,15,666,500.0,23
1,0,4.6,1193,37,5,13,1500.0,518
1,1,4.4,4099,37,16,631,1400.0,518
1,0,3.9,78,14,43,36,300.0,518
1,1,3.8,571,29,15,478,600.0,518
1,0,3.5,116,14,15,24,600.0,518
1,1,4.3,996,4,15,306,1200.0,518
1,0,4.3,490,4,2,73,500.0,518
1,0,2.3,235,4,15,468,800.0,518
1,0,3.6,48,4,22,16,400.0,518
1,0,4.0,717,29,15,382,800.0,518
1,1,4.3,994,37,15,53,1300.0,518
1,1,4.9,16345,37,34,308,1600.0,518
1,1,4.5,125,37,15,438,700.0,518
1,0,4.3,754,37,15,621,500.0,514
1,0,3.5,178,14,43,679,300.0,518
1,0,3.5,234,14,43,668,400.0,268
1,0,4.0,107,4,10,202,400.0,494
1,0,4.1,103,14,43,545,800.0,518
1,1,4.4,1209,29,16,468,1100.0,518
1,0,4.0,167,29,43,336,400.0,518
1,1,3.8,157,4,15,234,600.0,518
1,0,3.7,309,14,15,79,600.0,518
1,1,4.4,1381,37,35,366,1500.0,518
1,0,3.9,667,14,15,123,800.0,518
1,0,4.1,433,14,10,178,750.0,518
1,0,3.9,70,37,22,373,600.0,518
1,0,3.8,77,14,43,601,350.0,518
1,0,4.0,175,4,2,70,300.0,518
1,0,3.9,370,4,15,115,550.0,518
1,1,4.0,557,29,15,484,900.0,518
1,0,3.6,42,29,52,484,300.0,518
1,0,3.1,281,14,43,553,400.0,518
1,0,4.3,49,4,43,421,250.0,518
1,1,4.4,3061,29,16,551,1500.0,518
1,0,3.6,260,4,43,608,800.0,518
1,0,4.0,60,4,6,90,600.0,518
1,0,3.9,231,37,22,532,500.0,34
1,0,3.9,715,14,15,397,1000.0,518
1,0,3.0,237,15,22,604,500.0,518
1,0,4.2,45,29,43,468,250.0,38
1,0,3.0,111,4,43,623,400.0,518
1,0,3.9,396,14,15,262,850.0,518
1,0,3.7,160,37,15,422,500.0,518
1,1,3.9,42,37,43,131,500.0,518
1,0,3.4,262,37,15,422,450.0,518
1,1,4.1,1056,14,16,407,1200.0,518
1,0,3.9,112,14,43,140,600.0,518
1,1,4.0,797,14,10,210,700.0,31
1,0,2.4,438,14,15,233,1000.0,518
1,0,3.8,210,14,43,420,200.0,475
1,0,3.6,44,37,10,186,600.0,518
1,0,3.7,33,14,52,95,400.0,518
1,1,4.1,1691,4,16,468,1100.0,518
1,0,4.3,556,37,25,386,500.0,518
1,1,4.1,481,37,15,25,900.0,518
1,0,2.9,163,4,48,599,250.0,518
1,1,4.3,715,37,15,410,1500.0,518
1,0,4.0,65,14,49,457,200.0,518
1,0,4.2,166,4,43,484,450.0,518
1,1,4.0,547,14,15,558,1000.0,518
1,0,3.0,139,29,15,582,450.0,17
1,0,4.3,787,14,15,64,1000.0,518
1,0,4.0,55,14,43,396,500.0,518
1,0,4.0,250,4,43,468,250.0,518
1,0,3.2,204,37,15,479,500.0,518
1,0,2.9,361,14,15,485,450.0,518
1,1,3.9,661,29,15,504,750.0,518
1,0,4.1,268,4,15,235,800.0,518
1,0,4.0,200,14,22,604,750.0,518
1,0,3.9,228,14,23,323,500.0,518
1,1,4.4,889,37,15,433,1400.0,518
1,0,4.0,74,4,13,191,600.0,518
1,0,2.6,155,37,15,563,600.0,518
1,0,4.0,44,37,43,597,300.0,304
1,0,3.2,258,4,43,139,500.0,518
1,0,3.8,133,4,43,336,200.0,518
1,0,2.8,95,4,15,565,500.0,518
1,0,3.7,48,4,43,468,400.0,288
1,0,3.2,97,37,43,655,250.0,15
1,0,3.7,44,4,23,316,900.0,518
1,1,4.0,341,4,10,167,1000.0,518
1,0,3.3,84,4,43,676,200.0,518
1,0,3.6,109,37,15,462,700.0,518
1,0,4.0,162,14,43,37,500.0,518
1,1,4.4,1146,29,41,500,1200.0,518
1,0,4.4,536,31,22,314,600.0,518
1,0,4.1,39,29,43,681,200.0,378
0,0,4.0,213,4,15,247,400.0,518
1,1,4.2,1383,14,16,309,1100.0,518
1,0,2.9,89,4,43,360,350.0,518
1,0,3.7,182,4,43,593,400.0,518
1,0,4.1,129,14,23,316,350.0,518
1,0,3.7,34,4,22,484,450.0,518
1,0,3.2,44,37,43,610,600.0,518
1,0,3.8,376,4,22,468,600.0,518
1,1,3.9,392,4,4,116,1500.0,518
1,1,4.2,340,29,15,66,1700.0,518
1,0,3.8,54,29,43,564,400.0,518
1,0,3.6,26,29,43,484,250.0,518
1,0,3.2,127,4,43,468,400.0,518
1,0,3.6,136,4,3,77,600.0,518
1,1,4.1,322,37,20,1,1200.0,518
1,0,4.1,248,37,15,269,800.0,518
1,1,4.4,2182,4,5,499,1400.0,518
1,0,3.0,137,40,51,547,650.0,518
1,0,4.0,119,14,9,90,400.0,518
1,0,3.8,1972,29,15,21,650.0,518
1,0,4.0,57,4,23,387,300.0,518
1,0,2.9,243,37,43,519,300.0,518
1,0,3.7,48,4,30,622,400.0,518
1,1,4.2,7193,37,37,300,1400.0,518
1,0,3.7,39,37,43,392,200.0,518
1,0,3.8,72,4,30,387,300.0,518
1,0,2.9,182,4,15,471,800.0,518
1,0,3.9,222,37,15,120,800.0,518
1,0,4.2,793,4,20,329,1700.0,518
1,0,3.0,289,4,15,610,500.0,518
1,0,3.9,337,14,43,484,500.0,518
1,1,4.1,3020,4,15,570,1000.0,518
1,0,3.8,81,37,0,70,300.0,518
1,0,4.0,136,37,10,146,500.0,518
1,1,4.0,387,14,12,188,1300.0,518
1,1,4.0,942,37,38,284,1300.0,518
1,0,3.7,132,29,15,468,750.0,518
0,0,3.8,368,4,15,576,600.0,518
1,0,3.8,174,14,43,609,400.0,518
1,0,4.3,269,37,0,72,750.0,518
1,0,3.8,46,37,15,638,600.0,518
1,0,3.8,91,29,15,521,750.0,518
1,0,3.8,60,14,43,44,400.0,518
1,0,3.2,135,37,43,109,400.0,518
1,0,3.6,484,14,12,218,700.0,518
1,0,4.3,894,37,10,212,600.0,515
1,0,4.0,600,14,15,50,800.0,518
1,1,3.7,37,4,15,255,1500.0,518
1,0,3.0,106,4,15,484,500.0,518
0,0,2.7,39,4,27,454,330.0,518
1,0,3.2,61,37,43,542,250.0,36
1,0,3.1,117,37,15,484,550.0,518
0,0,3.7,128,4,3,76,600.0,518
1,0,3.9,1240,14,16,447,1400.0,518
1,0,4.3,149,37,10,217,800.0,518
0,0,3.6,336,4,15,479,600.0,518
0,0,2.3,131,4,15,33,800.0,518
1,0,3.7,66,4,15,479,550.0,518
1,0,3.8,106,37,51,642,200.0,380
0,0,2.8,43,4,43,116,500.0,518
0,0,3.5,95,4,15,243,700.0,518
1,0,3.7,94,29,10,160,700.0,518
1,0,3.6,76,4,52,35,300.0,518
1,0,3.8,138,14,23,323,500.0,518
1,0,3.7,500,20,22,582,500.0,518
1,0,3.5,356,4,22,484,500.0,518
0,0,2.1,337,4,15,468,450.0,518
1,0,3.9,36,37,22,468,400.0,518
1,0,4.2,500,37,10,183,800.0,469
1,0,3.5,435,20,22,584,500.0,518
0,0,3.0,155,4,15,476,800.0,518
0,0,2.8,116,4,27,84,400.0,518
0,0,3.2,59,4,15,581,550.0,518
0,0,3.8,114,4,10,192,550.0,518
1,0,3.6,151,11,22,411,450.0,518
1,0,4.0,353,37,22,488,500.0,518
1,0,3.1,100,14,10,213,650.0,518
0,0,3.9,177,37,23,314,300.0,518
1,1,3.9,218,29,15,577,750.0,518
0,1,4.3,1585,37,35,291,1500.0,518
1,0,4.1,111,4,23,314,600.0,518
1,0,3.8,80,4,43,468,300.0,518
1,0,3.7,122,14,43,528,300.0,518
0,0,4.2,267,37,50,457,400.0,518
0,1,4.0,119,37,15,484,1000.0,518
0,0,3.8,111,29,15,484,600.0,518
0,0,3.0,197,37,15,484,700.0,518
0,0,3.5,68,37,43,468,250.0,518
0,0,2.9,108,37,15,26,800.0,518
0,0,3.5,132,37,43,358,300.0,518
1,0,3.8,117,37,52,275,600.0,518
1,0,4.3,490,4,2,73,500.0,496
1,0,4.0,175,4,2,70,300.0,518
1,0,4.0,152,4,49,457,400.0,238
1,0,3.9,1233,4,15,529,500.0,383
1,0,4.2,213,4,23,390,400.0,518
1,0,2.9,163,4,48,599,250.0,415
1,0,3.6,136,4,3,77,600.0,518
1,0,3.9,75,4,2,70,500.0,518
1,0,4.1,111,4,23,314,600.0,518
0,0,3.7,128,4,3,76,600.0,518
1,0,3.7,44,4,23,316,900.0,518
1,0,3.8,72,4,30,387,300.0,518
1,0,4.0,74,4,13,191,600.0,518
1,0,4.3,556,37,25,386,500.0,518
0,0,4.2,267,37,50,457,400.0,518
1,0,4.3,269,37,0,72,750.0,518
1,0,3.7,94,29,10,160,700.0,518
1,0,3.8,81,37,0,70,300.0,518
0,0,3.9,177,37,23,314,300.0,518
0,0,3.9,75,37,23,387,350.0,518
1,0,3.9,93,37,0,70,500.0,170
0,1,3.9,284,4,15,591,1500.0,518
1,1,4.1,1691,4,16,468,1100.0,518
1,1,4.1,3020,4,15,570,1000.0,518
1,0,4.2,793,4,20,329,1700.0,518
1,1,4.4,2182,4,5,499,1400.0,518
1,0,4.0,894,4,15,110,750.0,518
1,1,4.3,996,4,15,306,1200.0,518
0,0,4.2,308,4,15,468,800.0,518
1,0,4.0,444,4,15,468,1200.0,94
1,0,4.0,230,4,15,468,950.0,443
1,0,4.0,60,4,6,90,600.0,412
0,0,4.0,213,4,15,247,400.0,518
0,0,4.0,225,4,15,468,700.0,518
1,0,3.4,692,4,15,630,600.0,518
1,0,3.8,2084,4,15,572,750.0,518
1,1,3.9,392,4,4,116,1500.0,518
1,0,3.7,404,4,15,666,500.0,403
0,1,3.6,255,4,31,569,1500.0,518
1,0,4.0,152,4,49,457,400.0,238
0,0,3.8,368,4,15,576,600.0,518
1,0,3.8,419,4,15,99,900.0,518
1,0,4.0,107,4,10,202,400.0,493
1,0,4.1,268,4,15,235,800.0,518
1,0,3.0,289,4,15,610,500.0,518
1,0,3.9,146,4,15,480,650.0,10
1,0,3.9,1233,4,15,529,500.0,384
1,1,3.7,37,4,15,255,1500.0,518
1,0,2.9,182,4,15,471,800.0,518
0,1,4.1,106,4,16,449,1600.0,518
0,1,4.2,707,4,21,484,1400.0,518
1,1,3.8,157,4,15,234,600.0,518
1,0,3.0,106,4,15,484,500.0,518
1,0,2.6,74,4,15,49,800.0,518
1,0,3.7,66,4,15,479,550.0,518
1,0,2.8,95,4,15,565,500.0,518
0,0,3.0,120,4,15,550,1000.0,518
1,0,3.2,127,4,43,468,400.0,518
0,0,3.6,336,4,15,479,600.0,518
0,0,2.3,131,4,15,33,800.0,518
1,0,3.1,48,4,10,193,900.0,518
0,0,3.5,95,4,15,243,700.0,518
1,0,3.7,48,4,30,622,400.0,518
0,0,3.7,47,4,10,146,500.0,518
0,0,2.1,337,4,15,468,450.0,518
0,0,3.0,155,4,15,476,800.0,518
0,0,3.2,59,4,15,581,550.0,518
0,0,3.8,114,4,10,192,550.0,518
0,0,3.6,542,4,15,608,750.0,518
0,0,2.6,270,4,15,484,400.0,518
1,0,3.9,370,4,15,115,550.0,440
1,1,4.0,341,4,10,167,1000.0,518
1,0,2.3,235,4,15,468,800.0,470
1,0,4.2,166,4,43,484,450.0,310
1,0,4.0,77,4,43,662,300.0,12
1,0,3.5,378,4,43,511,500.0,373
1,0,4.0,532,4,43,484,300.0,286
1,0,3.9,214,4,43,96,400.0,266
1,0,2.9,163,4,48,599,250.0,415
1,0,3.9,75,4,2,70,500.0,518
1,0,3.6,136,4,3,77,600.0,217
1,0,3.8,80,4,43,468,300.0,518
1,0,2.9,248,4,43,484,400.0,371
1,0,3.9,94,4,43,422,200.0,518
1,0,3.2,258,4,43,139,500.0,518
1,0,3.3,200,4,43,562,450.0,507
1,0,4.0,250,4,43,468,250.0,365
1,0,2.9,89,4,43,360,350.0,321
1,0,3.8,133,4,43,336,200.0,213
0,0,2.7,39,4,27,454,330.0,518
1,0,3.3,84,4,43,676,200.0,377
1,0,3.7,48,4,43,468,400.0,370
0,0,3.7,128,4,3,76,600.0,518
1,0,4.3,49,4,43,421,250.0,518
1,0,3.8,240,4,43,666,200.0,518
0,0,2.8,43,4,43,116,500.0,518
1,0,3.7,182,4,43,593,400.0,518
1,0,3.2,66,4,43,608,800.0,318
0,0,2.8,116,4,27,84,400.0,518
1,0,2.9,313,4,43,484,450.0,396
1,0,3.0,111,4,43,623,400.0,449
0,1,4.8,7023,29,16,540,1500.0,518
1,1,4.9,16345,37,34,308,1600.0,192
1,1,4.2,7193,37,37,300,1400.0,463
1,1,4.4,4099,37,16,631,1400.0,93
1,0,4.6,1193,37,5,13,1500.0,48
0,1,4.5,3421,29,15,568,1300.0,518
1,1,4.4,3061,29,16,551,1500.0,194
0,1,4.3,1585,37,35,291,1500.0,518
0,1,4.7,881,37,15,334,1600.0,518
0,1,4.6,2726,37,37,538,1400.0,518
1,1,4.3,994,37,15,53,1300.0,518
0,0,4.3,1303,29,15,534,1000.0,518
0,1,4.7,163,37,5,368,1500.0,518
1,1,4.4,889,37,15,433,1400.0,518
0,0,3.9,1225,37,15,555,1100.0,518
1,1,4.3,715,37,15,410,1500.0,80
1,1,4.0,942,37,38,284,1300.0,518
1,0,4.3,894,37,10,212,600.0,518
1,1,4.5,125,37,15,438,700.0,518
1,0,4.2,258,37,15,596,700.0,518
1,0,4.3,149,37,10,217,800.0,518
1,0,4.3,754,37,15,621,500.0,518
0,0,4.1,239,37,43,539,500.0,518
1,0,3.5,341,37,15,262,850.0,483
1,0,2.9,827,37,15,47,800.0,142
1,1,4.1,322,37,20,1,1200.0,161
1,1,4.1,481,37,15,25,900.0,312
1,1,3.7,194,37,15,468,800.0,375
0,1,4.0,119,37,15,484,1000.0,518
1,0,3.7,833,29,15,120,550.0,130
1,0,4.1,248,37,15,269,800.0,489
1,0,4.0,44,37,43,597,300.0,305
1,0,3.7,132,29,15,468,750.0,518
0,0,2.6,330,37,15,17,600.0,518
0,0,3.8,111,29,15,484,600.0,518
0,0,3.0,197,37,15,484,700.0,518
1,0,3.8,135,37,15,662,400.0,276
1,1,3.9,42,37,43,131,500.0,110
1,0,3.7,94,29,10,160,700.0,518
1,0,3.3,213,37,15,485,600.0,132
1,0,2.6,155,37,15,563,600.0,518
1,0,3.2,97,37,43,655,250.0,518
1,0,3.5,53,37,43,41,500.0,518
1,0,3.2,61,37,43,542,250.0,518
1,0,2.9,243,37,43,519,300.0,518
0,0,2.2,187,37,43,642,200.0,518
1,0,3.3,294,37,43,428,400.0,518
1,0,3.1,117,37,15,484,550.0,518
0,0,3.5,68,37,43,468,250.0,518
1,0,3.2,44,37,43,610,600.0,518
1,0,2.9,317,37,43,553,400.0,518
1,0,3.2,135,37,43,109,400.0,518
1,0,3.8,54,29,43,564,400.0,359
1,0,3.2,204,37,15,479,500.0,518
1,0,3.8,170,37,43,36,300.0,518
0,0,2.9,108,37,15,26,800.0,518
0,0,3.5,132,37,43,358,300.0,518
1,1,4.0,942,37,38,284,1300.0,139
0,1,4.1,106,4,16,449,1600.0,518
1,1,4.4,2182,4,5,499,1400.0,448
1,1,4.1,3020,4,15,570,1000.0,518
1,0,4.2,793,4,20,329,1700.0,454
1,1,3.9,392,4,4,116,1500.0,259
0,1,3.6,255,4,31,569,1500.0,518
0,1,4.2,707,4,21,484,1400.0,518
1,1,4.9,16345,37,34,308,1600.0,191
1,1,4.2,7193,37,37,300,1400.0,463
1,0,4.6,1193,37,5,13,1500.0,47
1,1,4.4,3061,29,16,551,1500.0,194
1,1,4.4,3061,29,16,551,1500.0,194
1,1,4.1,322,37,20,1,1200.0,518
0,1,4.1,106,4,16,449,1600.0,518
1,1,4.4,2182,4,5,499,1400.0,448
